forecast_date,district,block,rainfall_mm,temp_max_degC,temp_min_degC,humidity_morning_pct,humidity_evening_pct,wind_speed_kmph,wind_direction_deg,cloud_cover_octa,warning
2025-08-24,BASTI,RUDAULI,35.1,30.2,26.0,95,75,14,89,7,HEAVY-RAIN
2025-08-25,BASTI,RUDAULI,15.5,30.2,26.0,94,73,13,84,8,Nil
2025-08-26,BASTI,RUDAULI,11.3,32.1,26.1,92,71,13,86,6,Nil
2025-08-22,BASTI,SALTUVA-GOPALPUR,25.4,32.0,26.0,95,73,10,91,6,"NG, HEAVY-RAIN"
2025-08-23,BASTI,SALTUVA-GOPALPUR,13.8,31.1,26.0,94,74,15,84,6,Nil
2025-08-24,BASTI,SALTUVA-GOPALPUR,34.7,30.2,26.0,95,75,14,89,7,HEAVY-RAIN
2025-08-25,BASTI,SALTUVA-GOPALPUR,14.8,30.2,26.0,94,74,13,84,8,Nil
2025-08-26,BASTI,SALTUVA-GOPALPUR,10.8,32.1,26.1,92,71,13,86,6,Nil
2025-08-22,BASTI,SHIWAGHAT,25.8,32.0,26.0,95,73,10,146,6,"NG, HEAVY-RAIN"
2025-08-23,BASTI,SHIWAGHAT,14.0,31.1,26.0,94,74,15,84,6,Nil
2025-08-24,BASTI,SHIWAGHAT,35.2,30.2,26.0,95,75,14,89,7,HEAVY-RAIN
2025-08-25,BASTI,SHIWAGHAT,14.7,30.2,26.0,94,74,13,84,8,Nil
2025-08-26,BASTI,SHIWAGHAT,10.9,32.1,26.1,92,71,13,86,6,Nil
2025-08-22,BASTI,VIKRAMJOT,25.3,32.0,26.0,95,73,9,94,6,"NG, HEAVY-RAIN"
2025-08-23,BASTI,VIKRAMJOT,13.8,31.0,26.0,94,74,15,85,6,Nil
2025-08-24,BASTI,VIKRAMJOT,33.2,30.2,26.0,95,75,14,89,7,HEAVY-RAIN
2025-08-25,BASTI,VIKRAMJOT,15.4,30.2,26.0,94,74,13,83,8,Nil
2025-08-26,BASTI,VIKRAMJOT,11.3,32.0,26.0,93,71,13,85,6,Nil
2025-08-22,BHADOHI,ABHAULI,35.3,32.9,26.1,93,67,8,247,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,ABHAULI,32.6,31.0,26.0,95,71,10,243,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,ABHAULI,27.1,30.2,26.0,97,72,4,223,8,HEAVY-RAIN
2025-08-25,BHADOHI,ABHAULI,25.0,31.1,26.0,97,71,4,161,8,HEAVY-RAIN
2025-08-26,BHADOHI,ABHAULI,13.7,31.2,26.1,96,75,4,218,8,Nil
2025-08-22,BHADOHI,AURAI,33.3,32.9,26.0,93,67,8,248,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,AURAI,33.0,31.0,26.0,94,70,11,244,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,AURAI,26.9,30.1,26.0,97,71,4,223,8,HEAVY-RAIN
2025-08-25,BHADOHI,AURAI,23.8,31.1,26.0,97,71,4,164,8,HEAVY-RAIN
2025-08-26,BHADOHI,AURAI,13.1,31.3,26.1,96,74,4,213,8,Nil
2025-08-22,BHADOHI,BHADOHI,33.8,32.9,26.0,93,67,8,248,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,BHADOHI,33.2,31.0,26.0,95,71,10,243,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,BHADOHI,27.0,30.1,26.0,97,72,4,220,8,HEAVY-RAIN
2025-08-25,BHADOHI,BHADOHI,24.2,31.0,26.0,97,71,4,157,8,HEAVY-RAIN
2025-08-26,BHADOHI,BHADOHI,13.1,31.2,26.1,96,74,4,215,8,Nil
2025-08-22,BHADOHI,DEEGH,31.0,32.9,26.1,93,67,8,246,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,DEEGH,34.6,31.0,26.0,94,70,11,244,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,DEEGH,26.6,30.2,26.0,97,71,4,224,8,HEAVY-RAIN
2025-08-25,BHADOHI,DEEGH,24.7,31.2,26.0,97,71,4,167,8,HEAVY-RAIN
2025-08-26,BHADOHI,DEEGH,13.7,31.2,26.1,96,74,4,215,8,Nil
2025-08-22,BHADOHI,GYANPUR,33.1,32.9,26.0,93,67,8,247,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,GYANPUR,32.8,31.0,26.0,94,70,11,243,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,GYANPUR,27.2,30.1,26.0,97,71,4,224,8,HEAVY-RAIN
2025-08-25,BHADOHI,GYANPUR,24.5,31.1,26.0,97,71,4,164,8,HEAVY-RAIN
2025-08-26,BHADOHI,GYANPUR,13.1,31.3,26.1,96,74,4,213,8,Nil
2025-08-22,BHADOHI,SURIYAVAN,34.4,32.9,26.0,93,67,8,247,7,"NG, HEAVY-RAIN"
2025-08-23,BHADOHI,SURIYAVAN,33.0,31.0,26.0,95,71,10,243,8,"NG, HEAVY-RAIN"
2025-08-24,BHADOHI,SURIYAVAN,27.2,30.1,26.0,97,72,4,222,8,HEAVY-RAIN
2025-08-25,BHADOHI,SURIYAVAN,24.9,31.0,26.0,97,71,4,157,8,HEAVY-RAIN
2025-08-26,BHADOHI,SURIYAVAN,13.2,31.2,26.1,96,75,4,216,8,Nil
2025-08-22,BIJNOR,AFZALGARH,12.8,32.0,25.1,91,67,7,103,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,AFZALGARH,5.6,31.2,25.1,90,66,10,103,6,NG
2025-08-24,BIJNOR,AFZALGARH,12.9,30.2,25.1,91,70,12,107,6,HEAVY-RAIN
2025-08-25,BIJNOR,AFZALGARH,20.5,29.3,25.0,94,73,8,103,7,HEAVY-RAIN
2025-08-26,BIJNOR,AFZALGARH,12.1,29.3,24.1,94,71,7,81,7,<NA>
2025-08-22,BIJNOR,BUDHANPUR-SEOHARA,12.1,32.0,25.2,91,67,8,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,BUDHANPUR-SEOHARA,6.1,31.2,25.1,91,66,11,106,6,NG
2025-08-24,BIJNOR,BUDHANPUR-SEOHARA,13.8,30.1,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,BUDHANPUR-SEOHARA,21.9,29.1,25.0,94,74,9,103,7,HEAVY-RAIN
2025-08-26,BIJNOR,BUDHANPUR-SEOHARA,12.7,29.2,24.2,94,72,8,84,7,HEAVY-RAIN
2025-08-22,BIJNOR,DHAMPUR,12.3,32.0,25.2,91,67,8,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,DHAMPUR,5.9,31.2,25.1,91,66,11,106,6,NG
2025-08-24,BIJNOR,DHAMPUR,13.7,30.1,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,DHAMPUR,22.1,29.1,25.0,94,74,9,103,7,HEAVY-RAIN
2025-08-26,BIJNOR,DHAMPUR,12.7,29.2,24.2,94,72,8,85,7,HEAVY-RAIN
2025-08-22,BIJNOR,HALDAUR,12.9,32.0,25.2,91,68,8,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,HALDAUR,6.0,31.2,25.1,91,66,11,106,6,NG
2025-08-24,BIJNOR,HALDAUR,14.3,30.0,25.1,91,72,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,HALDAUR,22.4,29.0,25.0,94,75,9,102,7,HEAVY-RAIN
2025-08-26,BIJNOR,HALDAUR,13.1,29.0,24.2,94,73,9,85,7,HEAVY-RAIN
2025-08-22,BIJNOR,JALILPUR,12.8,32.0,25.2,91,67,8,106,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,JALILPUR,6.0,31.2,25.1,91,66,11,106,6,NG
2025-08-24,BIJNOR,JALILPUR,14.2,30.1,25.1,91,71,13,109,6,HEAVY-RAIN
2025-08-25,BIJNOR,JALILPUR,22.0,29.0,25.0,94,75,9,102,7,HEAVY-RAIN
2025-08-26,BIJNOR,JALILPUR,12.9,29.1,24.2,94,73,8,86,7,HEAVY-RAIN
2025-08-22,BIJNOR,KIRATPUR,12.4,32.0,25.2,91,67,8,106,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,KIRATPUR,5.3,31.2,25.1,91,66,11,105,6,NG
2025-08-24,BIJNOR,KIRATPUR,13.3,30.1,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,KIRATPUR,21.0,29.1,25.0,94,74,9,102,7,HEAVY-RAIN
2025-08-26,BIJNOR,KIRATPUR,12.7,29.1,24.2,94,72,8,87,7,HEAVY-RAIN
2025-08-22,BIJNOR,KOTWALI,12.3,32.0,25.2,91,67,8,106,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,KOTWALI,5.2,31.2,25.1,91,66,11,105,6,NG
2025-08-24,BIJNOR,KOTWALI,13.0,30.1,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,KOTWALI,20.7,29.2,25.0,94,74,9,102,7,HEAVY-RAIN
2025-08-26,BIJNOR,KOTWALI,12.5,29.2,24.2,94,72,8,87,7,HEAVY-RAIN
2025-08-22,BIJNOR,MOHAMMEDPUR-DEOMAL,12.7,32.0,25.1,91,67,8,106,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,MOHAMMEDPUR-DEOMAL,6.2,31.1,25.1,91,66,11,105,6,NG
2025-08-24,BIJNOR,MOHAMMEDPUR-DEOMAL,14.0,30.1,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,MOHAMMEDPUR-DEOMAL,22.1,29.0,25.0,94,75,9,101,7,HEAVY-RAIN
2025-08-26,BIJNOR,MOHAMMEDPUR-DEOMAL,12.9,29.0,24.2,94,73,8,87,7,HEAVY-RAIN
2025-08-22,BIJNOR,NAJIBABAD,12.8,31.9,25.1,91,67,8,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,NAJIBABAD,5.5,31.2,25.1,91,66,11,105,6,NG
2025-08-24,BIJNOR,NAJIBABAD,13.3,30.2,25.1,91,70,12,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,NAJIBABAD,20.4,29.2,25.0,94,74,8,100,7,HEAVY-RAIN
2025-08-26,BIJNOR,NAJIBABAD,12.4,29.2,24.1,94,71,7,87,7,HEAVY-RAIN
2025-08-22,BIJNOR,NEHTAUR,12.5,32.0,25.2,91,67,8,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,NEHTAUR,5.8,31.2,25.1,91,66,11,105,6,NG
2025-08-24,BIJNOR,NEHTAUR,13.5,30.0,25.1,91,71,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,NEHTAUR,22.1,29.0,25.0,94,74,9,103,7,HEAVY-RAIN
2025-08-26,BIJNOR,NEHTAUR,13.2,29.0,24.2,94,73,8,85,7,HEAVY-RAIN
2025-08-22,BIJNOR,NOORPUR,12.5,32.0,25.2,91,67,9,105,7,"NG, HEAVY-RAIN"
2025-08-23,BIJNOR,NOORPUR,6.6,31.2,25.1,91,66,11,106,6,NG
2025-08-24,BIJNOR,NOORPUR,14.1,30.1,25.1,91,72,13,108,6,HEAVY-RAIN
2025-08-25,BIJNOR,NOORPUR,22.5,29.0,25.0,94,75,10,102,7,HEAVY-RAIN
2025-08-26,BIJNOR,NOORPUR,12.8,29.2,24.2,94,73,9,84,7,HEAVY-RAIN
2025-08-22,BUDAUN,AMBIAPUR,8.1,32.9,26.1,92,64,11,80,7,Nil
2025-08-23,BUDAUN,AMBIAPUR,12.4,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,AMBIAPUR,23.7,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,AMBIAPUR,16.1,29.2,26.0,93,73,15,145,8,Nil
2025-08-26,BUDAUN,AMBIAPUR,12.3,30.1,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,ASAFPUR,8.5,32.8,26.1,92,65,11,81,7,Nil
2025-08-23,BUDAUN,ASAFPUR,11.6,31.2,26.0,91,66,15,93,6,NG
2025-08-24,BUDAUN,ASAFPUR,23.1,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,ASAFPUR,16.3,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,ASAFPUR,12.3,30.2,26.0,94,70,16,94,6,Nil
2025-08-22,BUDAUN,BISAULI,7.9,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,BISAULI,11.9,31.2,26.0,91,66,15,93,6,NG
2025-08-24,BUDAUN,BISAULI,23.1,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,BISAULI,15.3,29.3,26.0,93,72,15,145,8,Nil
2025-08-26,BUDAUN,BISAULI,11.7,30.1,25.9,94,70,16,92,6,Nil
2025-08-22,BUDAUN,DAHGAVAN,8.3,33.0,26.2,92,64,11,81,7,Nil
2025-08-23,BUDAUN,DAHGAVAN,13.1,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,DAHGAVAN,23.2,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,DAHGAVAN,16.0,29.2,26.0,93,73,15,145,8,Nil
2025-08-26,BUDAUN,DAHGAVAN,11.8,30.1,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,DATAGANJ,7.8,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,DATAGANJ,12.0,31.2,26.0,91,66,15,93,6,NG
2025-08-24,BUDAUN,DATAGANJ,23.6,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,DATAGANJ,15.8,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,DATAGANJ,12.1,30.2,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,ISLAMNAGAR,7.7,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,ISLAMNAGAR,12.0,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,ISLAMNAGAR,22.7,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,ISLAMNAGAR,15.5,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,ISLAMNAGAR,11.6,30.1,25.9,94,71,16,92,6,Nil
2025-08-22,BUDAUN,JAGAT,7.8,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,JAGAT,11.8,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,JAGAT,24.4,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,JAGAT,15.8,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,JAGAT,12.0,30.2,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,MION,8.2,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,MION,11.6,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,MION,23.5,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,MION,15.8,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,MION,12.0,30.2,26.0,94,70,16,94,6,Nil
2025-08-22,BUDAUN,QADAR-CHOWK,7.8,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,QADAR-CHOWK,11.8,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,QADAR-CHOWK,24.4,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,QADAR-CHOWK,15.8,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,QADAR-CHOWK,12.0,30.2,26.0,94,70,16,93,6,<NA>
2025-08-22,BUDAUN,SAHASWAN,8.3,33.0,26.2,92,64,11,81,7,Nil
2025-08-23,BUDAUN,SAHASWAN,13.1,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,SAHASWAN,23.2,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,SAHASWAN,16.1,29.2,26.0,93,73,15,145,8,Nil
2025-08-26,BUDAUN,SAHASWAN,11.8,30.1,26.0,94,70,16,93,6,<NA>
2025-08-22,BUDAUN,SALARPUR,7.8,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,SALARPUR,12.3,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,SALARPUR,24.0,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,SALARPUR,16.1,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,SALARPUR,12.2,30.2,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,SAMRER,7.9,32.8,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,SAMRER,11.1,31.2,26.0,91,66,15,93,6,NG
2025-08-24,BUDAUN,SAMRER,23.2,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,SAMRER,15.4,29.3,26.0,93,72,15,91,8,Nil
2025-08-26,BUDAUN,SAMRER,12.4,30.1,26.0,94,70,16,146,6,<NA>
2025-08-22,BUDAUN,UJHANI,7.9,32.9,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,UJHANI,12.7,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,UJHANI,24.1,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,UJHANI,16.3,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,UJHANI,12.2,30.2,26.0,94,70,16,93,6,Nil
2025-08-22,BUDAUN,USAWAN,8.5,33.0,26.2,92,64,11,82,7,Nil
2025-08-23,BUDAUN,USAWAN,12.0,31.2,26.1,91,66,15,93,6,NG
2025-08-24,BUDAUN,USAWAN,23.2,30.2,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,USAWAN,15.7,29.2,26.0,93,73,15,91,8,Nil
2025-08-26,BUDAUN,USAWAN,11.8,30.2,26.0,94,70,16,94,6,<NA>
2025-08-22,BUDAUN,WAZIRGANJ,7.9,32.8,26.1,92,64,11,81,7,Nil
2025-08-23,BUDAUN,WAZIRGANJ,11.5,31.2,26.0,91,66,15,93,6,NG
2025-08-24,BUDAUN,WAZIRGANJ,23.4,30.3,26.0,93,69,15,100,7,HEAVY-RAIN
2025-08-25,BUDAUN,WAZIRGANJ,15.5,29.2,26.0,93,73,15,145,8,Nil
2025-08-26,BUDAUN,WAZIRGANJ,11.9,30.1,26.0,94,70,16,146,6,<NA>
2025-08-22,BULANDSHAHR,AGAUTA,5.6,33.0,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,AGAUTA,17.0,31.0,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,AGAUTA,13.9,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,AGAUTA,17.3,28.2,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,AGAUTA,10.4,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,ANUPSHAHR,6.6,32.9,26.1,93,66,9,77,7,NG
2025-08-23,BULANDSHAHR,ANUPSHAHR,16.6,31.2,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,ANUPSHAHR,14.4,30.2,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,ANUPSHAHR,16.6,28.2,25.1,96,77,13,360,8,Nil
2025-08-26,BULANDSHAHR,ANUPSHAHR,9.7,29.2,25.2,96,76,16,89,7,<NA>
2025-08-22,BULANDSHAHR,ARANIYA,5.9,32.9,26.1,93,66,9,75,7,NG
2025-08-23,BULANDSHAHR,ARANIYA,17.1,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,ARANIYA,14.2,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,ARANIYA,18.0,28.3,25.1,96,77,13,305,8,Nil
2025-08-26,BULANDSHAHR,ARANIYA,10.6,29.2,25.1,96,76,16,88,7,<NA>
2025-08-22,BULANDSHAHR,BHAWAN-BAHADUR-NAGAR,5.6,32.8,26.0,93,66,9,77,7,NG
2025-08-23,BULANDSHAHR,BHAWAN-BAHADUR-NAGAR,16.4,31.0,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,BHAWAN-BAHADUR-NAGAR,13.4,30.1,25.1,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,BHAWAN-BAHADUR-NAGAR,17.0,28.2,25.1,96,78,13,306,8,Nil
2025-08-26,BULANDSHAHR,BHAWAN-BAHADUR-NAGAR,9.4,29.2,25.1,96,76,16,88,7,Nil
2025-08-22,BULANDSHAHR,BULANDSHAHR,5.6,33.0,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,BULANDSHAHR,17.0,31.0,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,BULANDSHAHR,13.7,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,BULANDSHAHR,17.3,28.2,25.1,96,77,13,305,8,Nil
2025-08-26,BULANDSHAHR,BULANDSHAHR,10.5,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,DANPUR,6.4,32.9,26.2,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,DANPUR,16.6,31.2,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,DANPUR,14.5,30.2,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,DANPUR,17.1,28.3,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,DANPUR,10.0,29.2,25.2,96,76,16,143,7,Nil
2025-08-22,BULANDSHAHR,DIBAI,6.4,32.9,26.2,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,DIBAI,16.6,31.2,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,DIBAI,14.5,30.2,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,DIBAI,17.1,28.3,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,DIBAI,10.0,29.2,25.2,96,76,16,143,7,Nil
2025-08-22,BULANDSHAHR,GULAOTHI,5.6,32.9,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,GULAOTHI,17.1,31.0,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,GULAOTHI,13.7,30.1,25.1,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,GULAOTHI,17.0,28.2,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,GULAOTHI,10.4,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,JAHANGIRABAD,6.1,32.9,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,JAHANGIRABAD,17.0,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,JAHANGIRABAD,14.1,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,JAHANGIRABAD,16.8,28.3,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,JAHANGIRABAD,9.8,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,KHURJA,6.2,32.9,26.1,93,66,9,75,7,NG
2025-08-23,BULANDSHAHR,KHURJA,17.0,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,KHURJA,14.3,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,KHURJA,18.1,28.3,25.1,96,77,13,305,8,Nil
2025-08-26,BULANDSHAHR,KHURJA,10.9,29.2,25.2,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,LAKHAOTHI,5.9,32.9,26.1,93,66,9,77,7,NG
2025-08-23,BULANDSHAHR,LAKHAOTHI,16.9,31.0,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,LAKHAOTHI,13.7,30.1,25.1,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,LAKHAOTHI,17.1,28.3,25.1,96,77,13,360,8,Nil
2025-08-26,BULANDSHAHR,LAKHAOTHI,9.8,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,PAHASU,6.3,32.9,26.1,93,66,9,75,7,NG
2025-08-23,BULANDSHAHR,PAHASU,17.0,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,PAHASU,14.4,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,PAHASU,17.1,28.3,25.1,96,77,13,360,8,Nil
2025-08-26,BULANDSHAHR,PAHASU,10.4,29.2,25.2,96,76,16,143,7,Nil
2025-08-22,BULANDSHAHR,SHIKARPUR,6.2,32.9,26.1,93,66,9,75,7,NG
2025-08-23,BULANDSHAHR,SHIKARPUR,17.1,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,SHIKARPUR,14.3,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,SHIKARPUR,17.2,28.3,25.1,96,77,13,360,8,Nil
2025-08-26,BULANDSHAHR,SHIKARPUR,10.4,29.2,25.2,96,76,16,143,7,Nil
2025-08-22,BULANDSHAHR,SIKANDRABAD,5.7,33.0,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,SIKANDRABAD,16.7,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,SIKANDRABAD,14.1,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,SIKANDRABAD,16.8,28.2,25.1,96,77,13,306,8,Nil
2025-08-26,BULANDSHAHR,SIKANDRABAD,11.0,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,BULANDSHAHR,SIYANA,5.6,32.9,26.0,93,66,9,77,7,NG
2025-08-23,BULANDSHAHR,SIYANA,16.3,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,SIYANA,13.4,30.1,25.1,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,SIYANA,16.9,28.2,25.1,96,78,13,306,8,Nil
2025-08-26,BULANDSHAHR,SIYANA,9.6,29.2,25.1,96,76,16,88,7,Nil
2025-08-22,BULANDSHAHR,UNCHAGAON,6.1,32.9,26.1,93,66,9,76,7,NG
2025-08-23,BULANDSHAHR,UNCHAGAON,17.1,31.1,26.0,94,70,14,95,6,NG
2025-08-24,BULANDSHAHR,UNCHAGAON,13.9,30.1,25.2,96,73,13,98,7,Nil
2025-08-25,BULANDSHAHR,UNCHAGAON,17.1,28.3,25.1,96,77,13,360,8,Nil
2025-08-26,BULANDSHAHR,UNCHAGAON,9.8,29.2,25.1,96,76,16,89,7,Nil
2025-08-22,CHANDAULI,BARAHANI,39.3,32.1,25.3,94,71,7,248,7,"NG, HEAVY-RAIN"
2025-08-23,CHANDAULI,BARAHANI,36.9,30.2,25.2,95,75,7,282,7,"NG, HEAVY-RAIN"
2025-08-24,CHANDAULI,BARAHANI,27.0,29.4,25.2,97,75,6,223,8,HEAVY-RAIN
2025-08-25,CHANDAULI,BARAHANI,26.6,30.5,25.2,98,72,3,206,7,HEAVY-RAIN
2025-08-26,CHANDAULI,BARAHANI,13.4,31.4,26.2,93,70,3,196,6,Nil
2025-08-22,CHANDAULI,CHAKIYA,36.2,32.1,25.2,94,71,7,247,7,"NG, HEAVY-RAIN"
2025-08-23,CHANDAULI,CHAKIYA,37.4,30.2,25.2,95,75,7,262,7,"NG, HEAVY-RAIN"
2025-08-24,CHANDAULI,CHAKIYA,26.0,29.3,25.2,97,75,6,224,8,HEAVY-RAIN
