State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttar Pradesh,Firozabad,Firozabad,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1350,1580,1460
Uttar Pradesh,Firozabad,Firozabad,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,23-08-2025,9650,9860,9770
Uttar Pradesh,Firozabad,Firozabad,Green Chilli,Green Chilly,FAQ,23-08-2025,4200,4420,4330
Uttar Pradesh,Firozabad,Firozabad,Lemon,Lemon,FAQ,23-08-2025,3100,3350,3220
Uttar Pradesh,Firozabad,Firozabad,Potato,Potato,FAQ,23-08-2025,810,1160,970
Uttar Pradesh,Firozabad,Firozabad,Wheat,Dara,FAQ,23-08-2025,2560,2590,2575
Uttar Pradesh,Firozabad,Sirsaganj,Potato,Potato,FAQ,23-08-2025,1000,1200,1100
Uttar Pradesh,Firozabad,Tundla,Ginger(Green),Green Ginger,FAQ,23-08-2025,3410,3445,3425
Uttar Pradesh,Firozabad,Tundla,Maize,Local,FAQ,23-08-2025,2210,2250,2235
Uttar Pradesh,Firozabad,Tundla,Potato,Local,FAQ,23-08-2025,965,1015,990
Uttar Pradesh,Gautam Budh Nagar,Dadri,Cabbage,Cabbage,FAQ,23-08-2025,1550,1770,1650
Uttar Pradesh,Gautam Budh Nagar,Dadri,Cauliflower,Cauliflower,FAQ,23-08-2025,3300,3600,3450
Uttar Pradesh,Gautam Budh Nagar,Dadri,Mousambi(Sweet Lime),Mousambi,Medium,23-08-2025,3350,3660,3500
Uttar Pradesh,Gautam Budh Nagar,Dadri,Mustard Oil,Mustard Oil,FAQ,23-08-2025,14700,15100,14900
Uttar Pradesh,Gautam Budh Nagar,Dadri,Onion,Red,Non-FAQ,23-08-2025,1150,1280,1220
Uttar Pradesh,Ghaziabad,Ghaziabad,Banana - Green,Banana - Green,FAQ,23-08-2025,1760,1860,1810
Uttar Pradesh,Ghaziabad,Ghaziabad,Black Gram (Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,23-08-2025,8500,8600,8550
Uttar Pradesh,Ghaziabad,Ghaziabad,Brinjal,Round/Long,FAQ,23-08-2025,1700,1800,1750
Uttar Pradesh,Ghaziabad,Ghaziabad,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1890,1970,1930
Uttar Pradesh,Ghaziabad,Ghaziabad,Green Chilli,Green Chilly,FAQ,23-08-2025,4300,4385,4345
Uttar Pradesh,Ghaziabad,Ghaziabad,Maize,Yellow,FAQ,23-08-2025,2340,2360,2350
Uttar Pradesh,Ghaziabad,Ghaziabad,Mustard Oil,Mustard Oil,FAQ,23-08-2025,14950,15050,15000
Uttar Pradesh,Ghaziabad,Ghaziabad,Onion,Red,FAQ,23-08-2025,1360,1460,1410
Uttar Pradesh,Ghaziabad,Ghaziabad,Pomegranate,Pomogranate,Medium,23-08-2025,7100,7300,7200
Uttar Pradesh,Ghaziabad,Ghaziabad,Wheat,Dara,FAQ,23-08-2025,2580,2600,2590
Uttar Pradesh,Ghaziabad,Hapur,Banana - Green,Banana - Green,FAQ,23-08-2025,1750,1860,1800
Uttar Pradesh,Ghaziabad,Hapur,Colacasia,Colacasia,FAQ,23-08-2025,2040,2160,2100
Uttar Pradesh,Ghazipur,Gazipur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,23-08-2025,7430,7490,7460
Uttar Pradesh,Ghazipur,Gazipur,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1670,1730,1700
Uttar Pradesh,Ghazipur,Gazipur,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1500,1550,1520
Uttar Pradesh,Ghazipur,Gazipur,Brinjal,Brinjal,FAQ,23-08-2025,1570,1630,1600
Uttar Pradesh,Ghazipur,Gazipur,Green Chilli,Green Chilly,FAQ,23-08-2025,4920,4980,4950
Uttar Pradesh,Ghazipur,Gazipur,Green Gram Dal (Moong Dal),Green gram,FAQ,23-08-2025,9720,9780,9750
Uttar Pradesh,Ghazipur,Gazipur,Gur(Jaggery),Yellow,FAQ,23-08-2025,4600,4640,4610
Uttar Pradesh,Ghazipur,Gazipur,Masur Dal,Masur Dal,FAQ,23-08-2025,7720,7770,7740
Uttar Pradesh,Ghazipur,Gazipur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,3220,3280,3250
Uttar Pradesh,Ghazipur,Gazipur,Pumpkin,Other,FAQ,23-08-2025,1370,1430,1400
Uttar Pradesh,Ghazipur,Gazipur,Tomato,Hybrid,FAQ,23-08-2025,4020,4080,4050
Uttar Pradesh,Ghazipur,Yusufpur,Green Gram (Moong)(Whole),Green (Whole),FAQ,23-08-2025,8700,8800,8750
Uttar Pradesh,Gonda,Gonda,Banana,Banana - Ripe,Medium,23-08-2025,2950,3250,3100
Uttar Pradesh,Gonda,Gonda,Black Gram (Urd Beans)(Whole),Hybrid,FAQ,23-08-2025,8975,9100,9000
Uttar Pradesh,Gonda,Gonda,Green Chilli,Green Chilly,FAQ,23-08-2025,5400,5750,5500
Uttar Pradesh,Gonda,Gonda,Guava,Guava,Medium,23-08-2025,2800,2925,2850
Uttar Pradesh,Gonda,Gonda,Jack Fruit,Jack Fruit,Medium,23-08-2025,1600,1800,1700
Uttar Pradesh,Gonda,Gonda,Little gourd (Kundru),Little gourd (Kundru),FAQ,23-08-2025,2650,2800,2700
Uttar Pradesh,Gonda,Gonda,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,4965,5100,5000
Uttar Pradesh,Gonda,Karnailganj,Wheat,Dara,FAQ,23-08-2025,2420,2430,2425
Uttar Pradesh,Gonda,Karnailganj,Wood,Other,FAQ,23-08-2025,300,450,400
Uttar Pradesh,Gonda,Nawabganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,9600,9800,9700
Uttar Pradesh,Gonda,Nawabganj,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6700,6900,6800
Uttar Pradesh,Gonda,Nawabganj,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,3050,3150,3100
Uttar Pradesh,Gonda,Nawabganj,Lentil (Masur)(Whole),Masoor Gola,FAQ,23-08-2025,7300,7500,7400
Uttar Pradesh,Gonda,Nawabganj,Pumpkin,Pumpkin,FAQ,23-08-2025,1750,1850,1800
Uttar Pradesh,Gorakhpur,Chorichora,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,9500,9800,9600
Uttar Pradesh,Gorakhpur,Chorichora,Potato,Red,Non-FAQ,23-08-2025,1600,1850,1800
Uttar Pradesh,Gorakhpur,Chorichora,Rice,III,FAQ,23-08-2025,2450,2650,2550
Uttar Pradesh,Gorakhpur,Chorichora,Tomato,Hybrid,Non-FAQ,23-08-2025,4200,4600,4500
Uttar Pradesh,Gorakhpur,Gorakhpur,Banana - Green,Banana - Green,FAQ,23-08-2025,1725,1975,1825
Uttar Pradesh,Gorakhpur,Gorakhpur,Barley (Jau),Dara,FAQ,23-08-2025,2325,2375,2350
Uttar Pradesh,Gorakhpur,Gorakhpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6600,6650,6625
Uttar Pradesh,Gorakhpur,Gorakhpur,Garlic,Garlic,FAQ,23-08-2025,6375,6600,6475
Uttar Pradesh,Gorakhpur,Gorakhpur,Ginger(Green),Green Ginger,FAQ,23-08-2025,1750,1925,1825
Uttar Pradesh,Gorakhpur,Gorakhpur,Lemon,Lemon,FAQ,23-08-2025,4250,4470,4350
Uttar Pradesh,Gorakhpur,Gorakhpur,Paddy(Dhan)(Common),Common,FAQ,23-08-2025,2200,2250,2225
Uttar Pradesh,Gorakhpur,Gorakhpur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,3200,3350,3250
Uttar Pradesh,Gorakhpur,Gorakhpur,White Peas,White Peas,FAQ,23-08-2025,4175,4225,4200
Uttar Pradesh,Hardoi,Hardoi,Bhindi(Ladies Finger),Other,FAQ,23-08-2025,1650,1730,1700
Uttar Pradesh,Hardoi,Hardoi,Garlic,Average,FAQ,23-08-2025,6200,6290,6250
Uttar Pradesh,Hardoi,Hardoi,Maize,Hybrid/Local,FAQ,23-08-2025,2230,2260,2245
Uttar Pradesh,Hardoi,Hardoi,Rice,Common,FAQ,23-08-2025,3140,3220,3185
Uttar Pradesh,Hardoi,Sandi,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1580,1640,1610
Uttar Pradesh,Hardoi,Sandi,Maize,Yellow,FAQ,23-08-2025,2180,2270,2230
Uttar Pradesh,Hardoi,Sandila,Garlic,Garlic,FAQ,23-08-2025,6200,6300,6250
Uttar Pradesh,Hathras,Haathras,Apple,Delicious,Medium,23-08-2025,10150,10350,10250
Uttar Pradesh,Hathras,Haathras,Cabbage,Cabbage,FAQ,23-08-2025,1200,1400,1340
Uttar Pradesh,Hathras,Sikandraraau,Potato,Desi,FAQ,23-08-2025,575,700,620
Uttar Pradesh,Hathras,Sikandraraau,Wheat,Dara,FAQ,23-08-2025,2460,2530,2490
Uttar Pradesh,Jalaun (Orai),Jalaun,Lentil (Masur)(Whole),Masoor Gola,FAQ,23-08-2025,6050,6120,6070
Uttar Pradesh,Jalaun (Orai),Konch,Green Chilli,Green Chilly,FAQ,23-08-2025,2400,2600,2500
Uttar Pradesh,Jaunpur,Jaunpur,Bengal Gram(Gram)(Whole),Desi (Whole),Non-FAQ,23-08-2025,6475,6570,6525
Uttar Pradesh,Jaunpur,Jaunpur,Colacasia,Arabi,FAQ,23-08-2025,2040,2155,2100
Uttar Pradesh,Jaunpur,Jaunpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23-08-2025,2650,2750,2700
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Green Chilli,Green Chilly,FAQ,23-08-2025,4855,5055,4955
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Mustard,Sarson(Black),FAQ,23-08-2025,6910,7110,7010
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Onion,Red,FAQ,23-08-2025,1360,1560,1460
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pomegranate,Pomogranate,Medium,23-08-2025,6370,6570,6470
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Potato,Badshah,FAQ,23-08-2025,985,1185,1085
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pumpkin,Pumpkin,FAQ,23-08-2025,1330,1530,1430
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23-08-2025,1970,2170,2070
Uttar Pradesh,Jaunpur,Shahganj,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1500,1560,1530
Uttar Pradesh,Jaunpur,Shahganj,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,3240,3320,3280
Uttar Pradesh,Jhansi,Chirgaon,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,5600,5890,5680
Uttar Pradesh,Jhansi,Chirgaon,Potato,Desi,FAQ,23-08-2025,1200,1360,1240
Uttar Pradesh,Jhansi,Jhansi,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1700,1850,1725
Uttar Pradesh,Jhansi,Jhansi,Cauliflower,Local,FAQ,23-08-2025,2300,2500,2355
Uttar Pradesh,Jhansi,Jhansi,Lemon,Lemon,FAQ,23-08-2025,2600,2780,2650
Uttar Pradesh,Jhansi,Jhansi (Grain),Groundnut,Local,FAQ,23-08-2025,5200,5700,5480
Uttar Pradesh,Jhansi,Moth,Banana,Banana - Ripe,Medium,23-08-2025,2140,2250,2200
Uttar Pradesh,Jhansi,Moth,Potato,Desi,FAQ,23-08-2025,1150,1300,1230
Uttar Pradesh,Jhansi,Moth,Wheat,Dara,FAQ,23-08-2025,2540,2620,2570
Uttar Pradesh,Kannuj,Chhibramau,Ginger(Green),Green Ginger,FAQ,23-08-2025,3850,4050,3950
Uttar Pradesh,Kannuj,Chhibramau,Groundnut,Hybrid,FAQ,23-08-2025,5700,6000,5850
Uttar Pradesh,Kannuj,Chhibramau,Pomegranate,Pomogranate,Medium,23-08-2025,5500,5700,5600
Uttar Pradesh,Kannuj,Chhibramau,Potato,Local,FAQ,23-08-2025,850,950,900
Uttar Pradesh,Kannuj,Kannauj,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1400,1510,1460
Uttar Pradesh,Kannuj,Kannauj,Onion,Red,FAQ,23-08-2025,1380,1470,1420
Uttar Pradesh,Kannuj,Kannauj,Rice,III,FAQ,23-08-2025,3100,3180,3140
Uttar Pradesh,Kannuj,Kannauj,Tomato,Hybrid,FAQ,23-08-2025,3800,3900,3850
Uttar Pradesh,Kanpur,Choubepur,Apple,Apple,Medium,23-08-2025,8050,8250,8150
Uttar Pradesh,Kanpur,Choubepur,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1650,1850,1750
Uttar Pradesh,Kanpur,Choubepur,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23-08-2025,3300,3500,3400
Uttar Pradesh,Kanpur,Choubepur,Tomato,Hybrid,FAQ,23-08-2025,3600,3800,3700
Uttar Pradesh,Kanpur,Kanpur(Grain),Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,23-08-2025,7560,7660,7610
Uttar Pradesh,Kanpur,Kanpur(Grain),Barley (Jau),Dara,FAQ,23-08-2025,2295,2394,2345
Uttar Pradesh,Kanpur,Kanpur(Grain),Garlic,Desi,FAQ,23-08-2025,6080,6280,6180
Uttar Pradesh,Kanpur,Kanpur(Grain),Mustard,Sarson(Black),FAQ,23-08-2025,6980,7080,7030
Uttar Pradesh,Kanpur,Uttaripura,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Kanpur,Uttaripura,Ginger(Green),Green Ginger,FAQ,23-08-2025,3850,4050,3950
Uttar Pradesh,Kanpur,Uttaripura,Lemon,Lemon,FAQ,23-08-2025,3720,3920,3820
Uttar Pradesh,Kanpur,Uttaripura,Tomato,Deshi,FAQ,23-08-2025,3615,3815,3715
Uttar Pradesh,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,23-08-2025,8075,8100,8090
Uttar Pradesh,Kanpur Dehat,Pukharayan,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6340,6365,6355
Uttar Pradesh,Kanpur Dehat,Pukharayan,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1340,1360,1350
Uttar Pradesh,Kanpur Dehat,Pukharayan,Gur(Jaggery),Red,FAQ,23-08-2025,4510,4535,4525
Uttar Pradesh,Kanpur Dehat,Pukharayan,Mustard,Sarson(Black),FAQ,23-08-2025,7020,7040,7030
Uttar Pradesh,Kanpur Dehat,Pukharayan,Tomato,Deshi,Non-FAQ,23-08-2025,3520,3540,3530
Uttar Pradesh,Kasganj,Kasganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,10300,10400,10350
Uttar Pradesh,Kasganj,Kasganj,Barley (Jau),Dara,FAQ,23-08-2025,2320,2360,2340
Uttar Pradesh,Kasganj,Kasganj,Lemon,Lemon,FAQ,23-08-2025,8200,8400,8300
Uttar Pradesh,Kasganj,Kasganj,Potato,Desi,FAQ,23-08-2025,900,1060,950
Uttar Pradesh,Kasganj,Kasganj,Wheat,Dara,FAQ,23-08-2025,2520,2600,2570
Uttar Pradesh,Kaushambi,Manjhanpur,Apple,Golden,Medium,23-08-2025,8300,8600,8450
Uttar Pradesh,Kaushambi,Manjhanpur,Ginger(Green),Green Ginger,FAQ,23-08-2025,4015,4190,4100
Uttar Pradesh,Kaushambi,Manjhanpur,Green Chilli,Green Chilly,FAQ,23-08-2025,4575,4815,4690
Uttar Pradesh,Kaushambi,Manjhanpur,Sponge gourd,Sponge gourd,FAQ,23-08-2025,1765,1940,1850
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Apple,Kasmir/Shimla - II,Medium,23-08-2025,8100,8200,8150
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Cabbage,Cabbage,FAQ,23-08-2025,1600,1640,1620
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Garlic,Garlic,FAQ,23-08-2025,3100,3155,3126
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Tomato,Local,FAQ,23-08-2025,2400,2460,2430
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Wheat,Dara,FAQ,23-08-2025,2500,2560,2530
Uttar Pradesh,Lakhimpur,Golagokarnath,Green Chilli,Green Chilly,FAQ,23-08-2025,4550,4650,4600
Uttar Pradesh,Lakhimpur,Golagokarnath,Lentil (Masur)(Whole),Masoor Gola,FAQ,23-08-2025,6650,6750,6710
Uttar Pradesh,Lakhimpur,Golagokarnath,Maize,Yellow,FAQ,23-08-2025,2200,2300,2230
Uttar Pradesh,Lakhimpur,Golagokarnath,Maize,Yellow,Non-FAQ,23-08-2025,1960,2050,2020
Uttar Pradesh,Lakhimpur,Golagokarnath,Onion,Red,Non-FAQ,23-08-2025,1200,1300,1240
Uttar Pradesh,Lakhimpur,Golagokarnath,Paddy(Dhan)(Common),Common,Non-FAQ,23-08-2025,1800,1900,1840
Uttar Pradesh,Lakhimpur,Golagokarnath,Potato,Badshah,Non-FAQ,23-08-2025,900,1000,950
Uttar Pradesh,Lakhimpur,Lakhimpur,Apple,Simla,Medium,23-08-2025,8350,8600,8480
Uttar Pradesh,Lakhimpur,Lakhimpur,Banana,Banana - Ripe,Medium,23-08-2025,2500,2680,2635
Uttar Pradesh,Lakhimpur,Lakhimpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6650,6750,6715
Uttar Pradesh,Lakhimpur,Lakhimpur,Bengal Gram(Gram)(Whole),Desi (Whole),Non-FAQ,23-08-2025,6150,6320,6260
Uttar Pradesh,Lakhimpur,Lakhimpur,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2100,2350,2260
Uttar Pradesh,Lakhimpur,Lakhimpur,Brinjal,Round/Long,FAQ,23-08-2025,1730,1870,1810
Uttar Pradesh,Lakhimpur,Lakhimpur,Ginger(Green),Green Ginger,FAQ,23-08-2025,4080,4260,4200
Uttar Pradesh,Lakhimpur,Lakhimpur,Green Chilli,Green Chilly,FAQ,23-08-2025,4400,4700,4620
Uttar Pradesh,Lakhimpur,Lakhimpur,Mousambi(Sweet Lime),Mousambi,Medium,23-08-2025,3215,3420,3360
Uttar Pradesh,Lakhimpur,Lakhimpur,Mustard Oil,Mustard Oil,FAQ,23-08-2025,14800,15600,15300
Uttar Pradesh,Lakhimpur,Lakhimpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23-08-2025,1690,1830,1760
Uttar Pradesh,Lalitpur,Mehrauni,Barley (Jau),Dara,Non-FAQ,23-08-2025,1800,2200,2000
Uttar Pradesh,Lucknow,Lucknow,Banana,Banana - Ripe,Medium,23-08-2025,2750,2850,2800
Uttar Pradesh,Lucknow,Lucknow,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1650,1750,1700
Uttar Pradesh,Lucknow,Lucknow,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,23-08-2025,10050,10250,10150
Uttar Pradesh,Lucknow,Lucknow,White Peas,White Peas,FAQ,23-08-2025,3990,4190,4090
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,Dara,FAQ,23-08-2025,2450,2550,2500
Uttar Pradesh,Maharajganj,Gadaura,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Maharajganj,Gadaura,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Maharajganj,Gadaura,Onion,Red,FAQ,23-08-2025,1250,1400,1300
Uttar Pradesh,Mahoba,Mahoba,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,5700,5800,5770
Uttar Pradesh,Mahoba,Mahoba,Lentil (Masur)(Whole),Masoor Gola,FAQ,23-08-2025,6250,6350,6310
Uttar Pradesh,Mahoba,Mahoba,Potato,Desi,FAQ,23-08-2025,1100,1200,1140
Uttar Pradesh,Mahoba,Mahoba,Tomato,Local,FAQ,23-08-2025,3900,4000,3940
Uttar Pradesh,Mahoba,Mahoba,White Peas,White Peas,FAQ,23-08-2025,3300,3400,3350
Uttar Pradesh,Mainpuri,Bewar,Groundnut,Local,FAQ,23-08-2025,4300,4700,4500
Uttar Pradesh,Mainpuri,Ghiraur,Tomato,Hybrid,FAQ,23-08-2025,3800,4000,3900
Uttar Pradesh,Mainpuri,Mainpuri,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1100,1300,1200
Uttar Pradesh,Mainpuri,Mainpuri,Pumpkin,Pumpkin,FAQ,23-08-2025,1300,1500,1400
Uttar Pradesh,Mathura,Kosikalan,Cabbage,Cabbage,FAQ,23-08-2025,1900,2100,2000
Uttar Pradesh,Mathura,Kosikalan,Pumpkin,Pumpkin,FAQ,23-08-2025,900,1050,1000
Uttar Pradesh,Mathura,Kosikalan,Rice,III,FAQ,23-08-2025,3400,3440,3420
Uttar Pradesh,Mathura,Mathura,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,9500,9800,9600
Uttar Pradesh,Mathura,Mathura,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1180,1360,1250
Uttar Pradesh,Mathura,Mathura,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,1800,2200,2000
Uttar Pradesh,Mathura,Mathura,Colacasia,Colacasia,FAQ,23-08-2025,1800,2000,1900
Uttar Pradesh,Mathura,Mathura,Garlic,Desi,FAQ,23-08-2025,5600,6000,5850
Uttar Pradesh,Mathura,Mathura,Gur(Jaggery),Yellow,FAQ,23-08-2025,4300,4460,4400
Uttar Pradesh,Mathura,Mathura,Mousambi(Sweet Lime),Mousambi,Medium,23-08-2025,2600,3000,2800
Uttar Pradesh,Mathura,Mathura,Onion,Red,FAQ,23-08-2025,1400,1650,1540
Uttar Pradesh,Mathura,Mathura,Papaya,Papaya,Medium,23-08-2025,3100,3500,3300
Uttar Pradesh,Mathura,Mathura,Raddish,Raddish,FAQ,23-08-2025,1800,2200,2000
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Masur Dal,Kala Masoor New,FAQ,23-08-2025,9000,9100,9045
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Rice,1009 Kar,FAQ,23-08-2025,3900,4000,3960
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,1000,1200,1100
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Brinjal,Brinjal,FAQ,23-08-2025,1000,1200,1100
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,23-08-2025,1200,1400,1300
Uttar Pradesh,Meerut,Meerut,Banana - Green,Banana - Green,FAQ,23-08-2025,1640,1840,1740
Uttar Pradesh,Meerut,Meerut,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6640,6740,6690
Uttar Pradesh,Meerut,Meerut,Cabbage,Cabbage,FAQ,23-08-2025,1600,1800,1700
Uttar Pradesh,Meerut,Meerut,Cucumbar(Kheera),Cucumbar,FAQ,23-08-2025,1600,1800,1700
Uttar Pradesh,Meerut,Meerut,Ginger(Green),Green Ginger,FAQ,23-08-2025,3800,4000,3900
Uttar Pradesh,Meerut,Meerut,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,23-08-2025,9640,9740,9690
Uttar Pradesh,Meerut,Meerut,Lentil (Masur)(Whole),Masur Dal,FAQ,23-08-2025,6980,7080,7030
Uttar Pradesh,Meerut,Meerut,Maize,Local,FAQ,23-08-2025,2300,2500,2400
Uttar Pradesh,Meerut,Meerut,Mustard Oil,Mustard Oil,FAQ,23-08-2025,15100,15200,15150
Uttar Pradesh,Meerut,Meerut,Rice,Common,FAQ,23-08-2025,3180,3300,3240
Uttar Pradesh,Meerut,Meerut,Wheat,Dara,FAQ,23-08-2025,2590,2790,2620
Uttar Pradesh,Mirzapur,Mirzapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23-08-2025,9700,9815,9700
Uttar Pradesh,Mirzapur,Mirzapur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,23-08-2025,6575,6650,6600
Uttar Pradesh,Mirzapur,Mirzapur,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2345,2425,2390
Uttar Pradesh,Mirzapur,Mirzapur,Green Chilli,Green Chilly,FAQ,23-08-2025,4725,4825,4775
Uttar Pradesh,Mirzapur,Mirzapur,Lemon,Lemon,FAQ,23-08-2025,4350,4450,4400
Uttar Pradesh,Mirzapur,Mirzapur,Mustard,Sarson(Black),FAQ,23-08-2025,6950,7025,6980
Uttar Pradesh,Mirzapur,Mirzapur,Onion,Red,FAQ,23-08-2025,1400,1500,1445
Uttar Pradesh,Mirzapur,Mirzapur,Pomegranate,Pomogranate,Medium,23-08-2025,6350,6475,6400
Uttar Pradesh,Mirzapur,Mirzapur,Rice,Coarse,FAQ,23-08-2025,3375,3465,3420
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,Dara,FAQ,23-08-2025,2515,2615,2570
Uttar Pradesh,Muzaffarnagar,Shahpur,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1145,1180,1155
Uttar Pradesh,Muzaffarnagar,Shahpur,Rice,Common,FAQ,23-08-2025,2540,2620,2590
Uttar Pradesh,Muzaffarnagar,Shahpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,23-08-2025,745,810,780
Uttar Pradesh,Pillibhit,Pilibhit,Banana,Banana - Ripe,Medium,23-08-2025,2750,2850,2800
Uttar Pradesh,Pillibhit,Pilibhit,Green Chilli,Green Chilly,FAQ,23-08-2025,4350,4440,4395
Uttar Pradesh,Pillibhit,Pilibhit,Onion,Red,FAQ,23-08-2025,1345,1425,1385
Uttar Pradesh,Pillibhit,Puranpur,Apple,Delicious,Medium,23-08-2025,7515,7610,7565
Uttar Pradesh,Pillibhit,Puranpur,Banana,Banana - Ripe,Medium,23-08-2025,2750,2840,2799
Uttar Pradesh,Pillibhit,Puranpur,Green Chilli,Green Chilly,FAQ,23-08-2025,4350,4430,4390
Uttar Pradesh,Pillibhit,Puranpur,Onion,Red,FAQ,23-08-2025,1340,1420,1380
Uttar Pradesh,Pillibhit,Puranpur,Tomato,Local,FAQ,23-08-2025,4090,4170,4130
Uttar Pradesh,Pillibhit,Puranpur,Tomato,Local,Non-FAQ,23-08-2025,3990,4065,4030
Uttar Pradesh,Pratapgarh,Pratapgarh,Gur(Jaggery),Yellow,FAQ,23-08-2025,4300,4450,4350
Uttar Pradesh,Prayagraj,Ajuha,Bitter gourd,Bitter Gourd,FAQ,23-08-2025,2600,2700,2650
Uttar Pradesh,Prayagraj,Ajuha,Bottle gourd,Bottle Gourd,FAQ,23-08-2025,1520,1680,1600
Uttar Pradesh,Prayagraj,Ajuha,Pumpkin,Pumpkin,FAQ,23-08-2025,1500,1600,1550
Uttar Pradesh,Prayagraj,Allahabad,Bhindi(Ladies Finger),Bhindi,FAQ,23-08-2025,1570,1650,1585
Uttar Pradesh,Prayagraj,Allahabad,Papaya,Papaya,Medium,23-08-2025,2780,2870,2845
Uttar Pradesh,Prayagraj,Allahabad,Rice,Common,FAQ,23-08-2025,3200,3300,3235
Uttar Pradesh,Prayagraj,Allahabad,Tomato,Hybrid,FAQ,23-08-2025,4120,4200,4165
Uttar Pradesh,Prayagraj,Lediyari,Wood,Eucalyptus,FAQ,23-08-2025,400,500,450
